Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00AMGP,E05000244,Hackney,New River,28.62453532,63.56877323,7.80669145,3950,8550,1050,13550,30.29078331,28,13450,7620,631,942,2154,1204,363,43,70.5,21.59432788,275000,43230,43,57,23,25,5,7,37,2,32,9,1,4,43,19,25,18,60,93,86,6,34,57.47380847,782.0919725
00AMGQ,E05000245,Hackney,Queensbridge,17.14285714,74.64285714,8.214285714,2400,10650,1150,14200,34.17547493,32,12727.27273,7553,823,1304,3393,597,207,62,102.7,21.63170985,355000,44620,76,96,21,34,10,16,59,7,56,4,8,12,115,19,30,166,99,109,104,9,47,131.3678581,1866.595864
00AMGR,E05000246,Hackney,Springfield,32.4,60.4,7.2,4150,7500,900,12550,29.62242289,27,12500,6821,649,987,2819,1102,357,58,113.1,20.75585706,236250,40810,34,52,23,31,5,5,41,4,31,10,2,8,50,36,22,27,61,92,107,9,23,64.18301692,808.4882224
00AMGS,E05000247,Hackney,Stoke Newington Central,15.68627451,76.47058824,7.450980392,2050,9850,950,12850,34.59638932,33,18214.28571,7483,848,1391,2267,456,188,57,111.6,21.17107527,385000,51920,77,53,22,38,14,8,65,2,34,7,2,11,91,40,21,58,72,87,94,10,40,87.77380767,1132.996046
00AMGT,E05000248,Hackney,Victoria,20.44609665,72.11895911,7.434944238,2750,9800,1000,13550,33.43310016,32,16812.5,7382,909,1255,3187,498,216,68,117.9,19.60851704,390000,45410,123,56,26,26,9,9,50,6,38,9,3,23,103,32,42,69,96,108,135,6,35,102.3865645,1390.71147
00AMGU,E05000249,Hackney,Wick,21.25,70.83333333,7.916666667,2600,8600,950,12100,32.82182182,31,7500,5678,793,1024,3728,511,167,64,124.5,18.10302539,285000,40010,88,41,27,44,14,12,49,3,42,8,3,12,73,20,36,66,105,141,92,7,55,99.49674119,1206.134624
00ANGA,E05000250,Hammersmith and Fulham,Addison,15.72052402,76.41921397,7.860262009,1800,8850,900,11550,34.80458362,33,19083.33333,8299,598,884,1191,546,178,37,82,21.34147464,535000,63150,79,35,11,26,10,5,123,1,30,7,5,6,83,132,32,39,60,77,102,5,17,100.5074335,1131
00ANGB,E05000251,Hammersmith and Fulham,Askew,17.79359431,74.02135231,8.185053381,2550,10550,1150,14250,34.14499253,33,17562.5,8920,918,1279,2264,779,237,63,97.5,21.70446438,390000,54390,71,16,30,26,8,3,77,0,19,10,3,23,93,65,52,41,60,87,119,3,19,73.33140292,1012
00ANGC,E05000252,Hammersmith and Fulham,Avonmore and Brook Green,12.55060729,76.92307692,10.52631579,1550,9650,1350,12500,36.32111354,33,13722.22222,7881,664,1666,904,1101,139,80,102,20.72055719,475000,62140,58,24,25,19,5,7,69,1,15,6,2,6,84,10,29,27,41,53,70,4,20,63.83329215,776
00ANGD,E05000253,Hammersmith and Fulham,College Park and Old Oak,19.79695431,72.08121827,8.629441624,2000,7100,850,9950,33.96885778,32,2897.058824,4587,630,1196,1937,825,154,54,115.5,19.4775947,349000,43410,54,55,20,45,7,4,99,2,26,6,1,10,89,30,26,50,79,86,95,8,47,118.4878301,1147
00ANGE,E05000254,Hammersmith and Fulham,Fulham Broadway,13.83928571,76.33928571,10.26785714,1600,8550,1150,11250,35.27555119,32,16000,7704,555,1034,1138,565,155,63,103.8,18.62303188,575000,60160,45,30,17,31,13,5,80,3,21,8,1,3,48,79,34,34,58,72,105,5,26,92.0980428,1008
00ANGF,E05000255,Hammersmith and Fulham,Fulham Reach,12.60869565,78.69565217,8.695652174,1500,9150,1000,11600,34.39911289,31,12777.77778,7856,530,1377,1039,504,142,55,107.2,19.75964715,500000,59970,57,21,17,26,15,4,95,3,17,10,4,14,83,42,33,61,64,117,103,9,27,88.0447324,992
00ANGG,E05000256,Hammersmith and Fulham,Hammersmith Broadway,15.3526971,73.85892116,10.37344398,1950,8900,1250,12100,35.53030555,32,10954.54545,7884,740,1056,1592,651,130,87,122.8,17.87499608,595000,56010,49,47,26,44,36,4,295,2,53,6,14,21,308,313,49,102,113,169,236,20,56,217.6350663,2562
00ANGH,E05000257,Hammersmith and Fulham,Munster,15.98173516,75.34246575,8.675799087,1800,8300,950,11100,34.23311765,32,18250,8884,476,702,603,339,173,39,72.6,21.30553023,640000,73820,91,13,14,12,9,2,25,0,5,4,1,17,97,7,36,32,36,42,50,1,18,53.57142857,576
00ANGJ,E05000258,Hammersmith and Fulham,North End,12.44813278,80.91286307,6.639004149,1550,9800,800,12150,33.85624118,31,20083.33333,7626,624,1316,1285,738,137,46,107.8,19.92718504,445950,56020,57,15,26,16,13,5,69,1,8,8,2,11,46,29,13,25,50,55,71,5,20,64.62035541,762
00ANGK,E05000259,Hammersmith and Fulham,Palace Riverside,18,66.66666667,15.33333333,1400,5000,1150,7550,38.64889067,37,5000,6362,291,345,240,245,92,39,60.7,22.4743696,727500,79350,38,36,9,10,15,1,64,0,15,2,2,16,89,3,33,43,26,23,41,4,9,67.68143517,498
00ANGL,E05000260,Hammersmith and Fulham,Parsons Green and Walham,18.60465116,70.23255814,11.1627907,2050,7600,1200,10850,35.78147114,34,11944.44444,8892,488,587,460,386,169,40,66.8,20.4896506,995000,83750,74,40,11,25,7,1,158,1,23,2,3,17,154,47,63,50,52,52,86,6,21,106.366828,1121
00ANGM,E05000261,Hammersmith and Fulham,Ravenscourt Park,17.59259259,70.83333333,11.57407407,1950,7650,1300,10900,37.13012874,35,9000,7905,567,802,919,592,138,75,102.2,18.5778965,575000,65710,59,25,15,55,9,6,74,0,17,2,9,21,214,21,34,57,38,77,64,4,17,94.49636552,1003
00ANGN,E05000262,Hammersmith and Fulham,Sands End,18.3908046,72.79693487,8.812260536,2450,9550,1150,13150,33.87287095,32,9321.428571,8855,758,1111,1441,595,198,47,79.8,20.92017827,740000,63490,46,22,23,34,3,1,50,0,13,5,2,13,95,19,50,27,61,79,79,2,28,63.85476172,816
00ANGP,E05000263,Hammersmith and Fulham,Shepherd's Bush Green,15.6626506,76.30522088,8.032128514,1950,9600,1000,12600,34.47277108,32,11318.18182,7294,769,1242,2157,713,179,59,107.6,19.98137764,440000,51330,59,46,22,51,18,5,243,5,59,10,18,15,78,717,36,99,170,195,280,20,79,274.8935473,3359
00ANGQ,E05000264,Hammersmith and Fulham,Town,17.48878924,74.88789238,7.623318386,1950,8450,850,11300,33.57156924,31,15928.57143,8656,532,670,901,442,148,29,59,22.86434001,712500,69820,63,40,10,39,10,11,84,2,7,1,0,12,92,123,54,37,58,68,89,3,22,85.94890511,945
00ANGR,E05000265,Hammersmith and Fulham,Wormholt and White City,21.9330855,68.7732342,9.293680297,3000,9350,1250,13600,33.54647615,31,14944.44444,6617,904,1368,3434,1066,228,67,101.3,21.56963477,402500,44740,62,22,31,32,12,7,102,0,21,7,4,9,61,10,43,28,82,101,101,10,34,70.68260935,937
00APGA,E05000266,Haringey,Alexandra,20.50209205,68.61924686,10.87866109,2500,8150,1300,11950,36.72272004,37,4596.153846,9381,780,678,652,304,147,53,80.8,21.72276962,543500,69550,80,17,8,22,24,1,36,1,19,6,0,40,120,1,57,7,29,19,49,4,11,65.48865254,784
00APGB,E05000267,Haringey,Bounds Green,18.14946619,72.24199288,9.252669039,2550,10250,1300,14150,34.9369395,33,10035.71429,8261,919,1555,2355,635,209,48,67,20.35371456,252000,44700,108,35,34,40,32,4,39,1,23,5,1,9,115,37,40,8,104,75,106,5,28,78.99385289,1120
00APGC,E05000268,Haringey,Bruce Grove,21.69491525,69.49152542,8.474576271,3250,10300,1250,14800,33.45120793,32,16388.88889,6386,1004,1685,4618,790,275,53,83.9,20.64775555,250000,39330,117,17,37,34,20,4,68,3,76,8,2,13,151,7,36,5,147,105,86,6,70,81.79544379,1212
00APGD,E05000269,Haringey,Crouch End,16.33466135,74.10358566,9.561752988,2050,9350,1200,12600,36.97498606,36,8964.285714,10162,705,666,535,327,197,44,69.5,21.76699908,474400,70560,79,43,5,40,6,2,11,1,24,1,0,21,94,63,53,28,31,36,52,0,13,62.45053032,789
00APGE,E05000270,Haringey,Fortis Green,19.921875,68.75,11.328125,2600,8750,1450,12750,36.60086072,35,6400,9984,767,843,599,295,169,72,80,20.82868858,425000,67140,117,39,8,19,5,1,8,3,20,4,1,28,114,15,59,14,47,31,38,1,10,60.31919887,771
00APGF,E05000271,Haringey,Harringay,15.32846715,77.00729927,7.664233577,2100,10600,1050,13750,34.17738877,32,8562.5,8696,848,1532,1568,628,233,43,76.9,20.61255861,351399,48190,179,36,18,38,13,9,102,1,57,10,3,7,91,31,20,30,79,71,92,14,48,99.25216002,1368
00APGG,E05000272,Haringey,Highgate,15.18987342,72.99578059,12.23628692,1800,8650,1450,11900,37.69412161,35,4740,9438,640,730,526,298,145,65,79.7,22.82153135,550000,73250,85,41,10,23,6,1,6,2,9,1,2,26,112,9,56,14,23,38,40,1,12,54.91741427,655
00APGH,E05000273,Haringey,Hornsey,17.82945736,73.64341085,8.527131783,2300,9500,1100,12900,35.35694337,34,11727.27273,8740,877,880,1668,494,193,48,80.8,21.80696782,350000,52520,72,28,29,40,11,1,45,0,16,4,2,12,57,40,44,11,64,53,55,1,26,56.24758221,727
00APGJ,E05000274,Haringey,Muswell Hill,17.43119266,69.72477064,12.8440367,1900,7650,1400,10950,38.44973884,37,6411.764706,9033,571,457,500,223,127,45,60.3,22.4137222,700000,73580,80,43,17,42,13,5,29,4,24,1,0,32,72,44,59,22,27,30,46,0,14,68.82701963,754
00APGK,E05000275,Haringey,Noel Park,18.1184669,73.51916376,8.362369338,2650,10550,1200,14400,33.70789492,31,11958.33333,7645,936,1864,2757,737,240,64,102.9,20.70777053,290000,39680,84,77,45,43,25,11,115,7,99,18,9,7,134,423,24,30,169,186,173,10,105,180.4041386,2598
00APGL,E05000276,Haringey,Northumberland Park,25.42372881,66.77966102,7.796610169,3800,9850,1150,14800,32.11150298,31,7763.157895,5642,1055,1124,5821,787,300,65,105.6,20.09301539,185000,33120,204,61,65,67,16,10,136,3,74,22,3,10,134,42,45,33,198,141,169,21,91,112.2510969,1667
00APGM,E05000277,Haringey,St. Ann's,17.85714286,74.02597403,8.116883117,2750,11400,1300,15450,33.77040021,32,14000,7953,948,1843,3104,790,226,49,72.1,20.18888583,309000,41990,132,34,36,41,13,3,37,4,48,12,2,10,87,15,32,16,90,92,81,3,46,67.15356774,1039
00APGN,E05000278,Haringey,Seven Sisters,26.15384615,66.46153846,7.384615385,4250,10850,1200,16350,31.44285099,30,12500,9395,873,1290,3232,1178,309,50,78.6,22.22491513,333500,43330,118,23,23,32,11,3,53,3,58,9,1,8,83,106,31,38,97,90,84,14,48,72.28104535,1183
00APGP,E05000279,Haringey,Stroud Green,15.83333333,76.66666667,7.5,1950,9250,900,12050,35.49995836,34,10909.09091,8717,712,619,1331,379,142,41,85.8,19.15445576,387550,59130,104,21,14,25,2,1,16,1,15,4,1,14,113,5,31,11,37,43,48,1,22,55.04435049,665
00APGQ,E05000280,Haringey,Tottenham Green,20.26143791,71.56862745,8.169934641,3150,10900,1250,15300,33.65772602,32,10928.57143,6883,1049,1601,4206,841,270,83,128.9,18.17912985,250000,37600,164,52,57,57,19,35,79,5,112,13,2,9,139,114,50,71,177,155,150,11,94,118.6684073,1820
00APGR,E05000281,Haringey,Tottenham Hale,22.15384615,69.84615385,8,3700,11300,1250,16250,32.20270936,29,8552.631579,6413,1007,1780,4919,945,282,59,92.9,21.02559333,230000,35720,137,54,44,57,10,3,79,7,82,12,1,13,124,55,38,42,131,126,115,6,65,94.33382498,1535
00APGS,E05000282,Haringey,West Green,18.54545455,71.27272727,9.818181818,2600,9800,1350,13750,34.6743898,32,9821.428571,6984,847,1610,3180,751,230,58,88.4,22.25894236,281500,40290,110,28,28,40,10,24,59,2,52,10,2,9,106,14,30,23,121,88,91,9,36,67.5862069,931
00APGT,E05000283,Haringey,White Hart Lane,25.18248175,66.42335766,8.394160584,3450,9100,1150,13700,32.83072764,31,8058.823529,6382,1026,1324,3801,898,223,66,107.4,19.41401073,230000,35340,97,14,46,46,8,9,62,3,65,6,6,8,105,24,39,12,71,72,88,3,47,74.9271137,1032
00APGU,E05000284,Haringey,Woodside,18.66666667,72.66666667,8.666666667,2850,10900,1300,15050,34.2845219,32,10000,8248,984,2069,2458,755,225,65,92.5,20.82999967,266500,41420,111,33,39,43,7,7,48,4,52,7,2,16,108,15,45,18,117,108,92,6,59,70.93000066,1069
00AQFY,E05000285,Harrow,Belmont,20.68965517,65.0862069,13.79310345,2400,7500,1600,11550,37.85147148,37,6444.444444,4688,349,5292,660,354,151,56,69.7,23.27841555,380000,54020,79,15,6,20,0,2,16,0,8,6,1,7,65,6,13,0,19,41,43,1,12,37.22533391,432
00AQFZ,E05000286,Harrow,Canons,18.70229008,62.59541985,19.08396947,2450,8100,2500,13050,40.31497865,38,2339.285714,6437,400,4354,870,410,170,111,69.3,22.26797974,360000,50460,79,29,5,20,3,4,39,1,5,4,0,9,70,4,11,5,35,49,55,1,10,44.03809524,576
00AQGA,E05000287,Harrow,Edgware,20,67.5,12.08333333,2450,8000,1450,11900,36.01376606,33,8571.428571,4048,393,5588,1210,414,226,50,65.7,23.65715693,326250,41980,99,19,10,27,5,2,35,2,22,4,0,2,47,26,9,9,51,54,51,3,30,57.19541768,685
00AQGB,E05000288,Harrow,Greenhill,18.14671815,71.42857143,10.42471042,2350,9200,1300,12850,34.88101501,33,7617.647059,5153,581,5143,1107,436,281,68,95.1,20.93823777,250000,47230,46,39,18,32,12,10,132,2,35,12,3,3,42,281,10,24,96,113,120,9,45,130.6967403,1690
00AQGC,E05000289,Harrow,Harrow on the Hill,20.86614173,66.92913386,12.20472441,2700,8400,1550,12600,35.9244763,34,3527.777778,5813,646,4346,1039,426,172,72,83.7,21.25867928,313750,50100,50,25,14,30,15,11,83,3,25,8,2,2,32,22,12,6,54,66,77,5,19,52.63157895,669
00AQGD,E05000290,Harrow,Harrow Weald,18.88412017,63.09012876,17.59656652,2250,7300,2050,11600,39.49604607,39,2532.608696,5880,516,3548,1054,378,142,99,92.4,21.823879,311250,46390,85,11,15,38,4,5,59,0,9,6,0,5,78,28,12,1,32,37,44,3,18,50.51112447,588
00AQGE,E05000291,Harrow,Hatch End,18.34862385,61.46788991,20.18348624,2000,6650,2200,10850,41.68541075,42,3303.030303,6058,392,3539,479,225,125,87,70.2,21.85740923,440000,53990,74,14,5,18,3,1,16,1,9,1,0,4,81,10,8,7,33,38,34,1,12,39.84976182,436
00AQGF,E05000292,Harrow,Headstone North,17.39130435,65.2173913,17.39130435,1800,6700,1800,10300,40.58338164,40,3136.363636,4782,379,4169,540,223,105,63,67.7,24.58864279,399975,57100,85,10,4,21,5,1,30,0,9,3,0,5,61,15,6,5,21,25,48,5,12,38.71777542,402
00AQGG,E05000293,Harrow,Headstone South,20.43478261,66.95652174,12.60869565,2350,7650,1450,11450,36.78079805,35,7666.666667,4839,625,4353,962,356,170,53,70,21.96910821,264250,49350,83,12,7,21,2,2,34,1,11,3,1,4,35,17,11,6,19,36,33,3,6,36.86956522,423
00AQGH,E05000294,Harrow,Kenton East,17.82608696,68.69565217,13.04347826,2100,7800,1500,11400,37.36392929,35,8846.153846,2960,327,6755,770,326,186,61,77.9,22.77799549,305000,41060,62,13,7,22,2,0,10,2,14,3,0,3,55,2,9,2,34,46,31,1,12,33.32751701,382
00AQGJ,E05000295,Harrow,Kenton West,16.95652174,68.26086957,15.2173913,2000,7700,1700,11400,38.85194512,36,6388.888889,3062,335,6745,815,216,154,63,74.9,22.37373538,375000,48400,64,17,7,27,4,0,23,0,10,2,0,9,48,5,12,3,37,40,36,0,18,42.17129912,484
00AQGK,E05000296,Harrow,Marlborough,21.484375,67.96875,10.546875,2800,8550,1350,12700,35.10717075,33,8000,4543,583,5131,1569,433,277,60,82.8,20.99637709,275000,43080,48,15,12,48,10,8,69,1,28,7,0,8,48,25,9,19,58,83,62,5,38,61.8338558,790
00AQGL,E05000297,Harrow,Pinner,17.56097561,61.95121951,20.48780488,1800,6300,2100,10200,42.06113112,42,3106.060606,6213,376,2750,500,187,100,83,72.8,23.73625619,340000,56320,63,15,11,14,1,4,21,0,5,3,0,3,63,38,7,1,23,25,43,0,7,44.91863977,461
00AQGM,E05000298,Harrow,Pinner South,20.75471698,61.32075472,18.39622642,2250,6400,1900,10550,40.30227958,41,4416.666667,6189,385,3392,312,133,132,44,44.2,26.30019422,470000,64680,56,12,4,13,1,0,10,0,3,0,1,6,37,1,5,0,15,26,30,0,3,26.47696222,282
00AQGN,E05000299,Harrow,Queensbury,20.73170732,67.07317073,12.19512195,2600,8150,1450,12200,36.01170827,34,7687.5,2998,357,7489,799,341,205,67,87.5,20.46529076,332250,43850,78,13,6,26,1,0,13,0,14,1,0,7,55,4,8,4,44,46,42,2,14,35.14480963,432
00AQGP,E05000300,Harrow,Rayners Lane,20.61403509,64.9122807,14.47368421,2350,7350,1650,11350,38.04207942,37,7600,3840,361,6064,588,271,131,66,80.1,22.39150172,335000,51060,62,10,8,26,5,1,12,0,11,0,1,5,44,13,11,8,29,37,41,2,14,35.61403509,407
00AQGQ,E05000301,Harrow,Roxbourne,24.04580153,66.03053435,10.30534351,3150,8550,1300,13050,34.27100808,33,8733.333333,4323,579,5845,1737,344,247,60,83.1,22.8773455,235000,40110,81,23,22,32,6,13,54,0,23,6,1,5,69,28,10,13,65,58,59,1,23,49.83591544,654
00AQGR,E05000302,Harrow,Roxeth,22.59414226,66.52719665,11.29707113,2650,7900,1350,11900,35.68417085,34,7468.75,3936,564,5483,1330,350,144,65,91.3,21.95347784,292750,43940,98,22,11,23,9,9,82,1,19,2,3,2,68,42,8,3,47,51,69,8,28,57.87404867,691
00AQGS,E05000303,Harrow,Stanmore Park,17.46724891,60.26200873,22.70742358,2000,6850,2600,11400,42.40805299,41,2544.444444,6372,398,3259,813,387,148,111,72.8,22.71042824,405500,49520,64,20,6,30,5,2,40,0,8,4,0,18,84,15,7,2,31,46,50,1,17,49.69485615,570
00AQGT,E05000304,Harrow,Wealdstone,23.17596567,65.66523605,10.72961373,2750,7600,1250,11600,34.50961538,33,9708.333333,4267,488,4420,1688,531,204,65,97.5,19.64004206,249950,40040,76,11,15,31,6,8,46,0,17,8,0,10,58,25,10,4,52,57,39,4,19,55.56508318,648
00AQGU,E05000305,Harrow,West Harrow,20.28301887,66.50943396,13.67924528,2150,7050,1450,10600,37.43752942,36,7066.666667,4590,465,4143,866,309,147,46,61.5,21.45068634,352000,50910,43,11,12,15,4,2,16,1,6,3,0,7,25,1,4,2,30,26,44,1,10,32.55464865,348
00ARGC,E05000306,Havering,Brooklands,21.69811321,65.09433962,13.20754717,3500,10400,2150,16050,36.49076517,35,3785.714286,11616,466,1375,1333,167,283,138,107.3,18.03687316,187000,42630,149,44,22,50,13,9,60,1,22,8,2,19,76,16,72,13,79,77,115,11,33,72.7124183,1158
00ARGD,E05000307,Havering,Cranham,16.73306773,58.56573705,24.70119522,2150,7400,3050,12600,44.06485755,45,1901.515152,11822,184,352,123,47,107,104,62.6,23.12374313,282500,51810,78,8,7,35,7,1,15,0,8,5,0,4,39,7,37,0,33,15,32,1,8,26.51545404,332
00ARGE,E05000308,Havering,Elm Park,17.92828685,62.15139442,20.3187251,2300,7800,2500,12600,41.3804746,42,3391.891892,10764,253,688,731,30,136,136,104.4,21.4146837,225000,41990,71,26,15,23,4,2,22,1,11,3,1,11,35,21,38,8,27,29,36,1,14,43.63113313,546
00ARGF,E05000309,Havering,Emerson Park,15.83333333,61.25,22.91666667,1900,7400,2750,12050,43.59270998,46,2608.695652,9859,188,1439,386,105,92,120,90.9,20.42080649,340000,53940,80,10,2,14,1,0,13,2,1,3,1,8,55,32,30,0,27,19,20,0,9,40.88443888,490
00ARGG,E05000310,Havering,Gooshays,23.07692308,63.87959866,12.7090301,3500,9650,1900,15050,35.99062228,34,1916.666667,12806,341,399,1084,62,216,179,145.2,18.62394612,183997.5,35640,115,24,44,84,14,18,46,1,24,8,1,8,54,81,31,5,107,92,131,5,48,77.64973871,1161
00ARGH,E05000311,Havering,Hacton,15.72580645,63.70967742,20.96774194,2000,7900,2550,12450,42.80815077,44,4960,11370,169,423,271,29,117,132,98.4,20.25902426,265000,48420,43,25,10,28,0,2,8,0,1,2,0,9,33,9,23,4,24,24,23,1,7,36.98619075,458
00ARGJ,E05000312,Havering,Harold Wood,17.87072243,63.878327,18.25095057,2350,8450,2400,13200,40.36361561,40,1730.263158,11377,219,508,487,59,180,133,103.4,20.53268832,227625,44860,96,29,16,42,13,7,31,0,7,1,0,15,90,115,33,6,59,46,72,3,19,65.06170958,854
00ARGK,E05000313,Havering,Havering Park,20.76923077,62.30769231,16.92307692,2750,8200,2200,13100,38.89809553,38,1326.530612,11444,291,505,713,47,170,154,141.5,18.1213025,220000,40590,58,17,20,38,6,6,19,2,4,8,1,9,33,17,36,4,60,54,56,2,19,45.68488943,596
00ARGL,E05000314,Havering,Heaton,21.78988327,60.70038911,17.12062257,2850,7850,2200,12900,38.53810786,38,3779.411765,10524,334,405,1228,79,213,124,100.4,19.06430285,189997.5,35830,68,36,35,47,7,10,54,1,13,8,1,8,54,31,47,9,88,69,82,2,30,66.92145698,858
00ARGM,E05000315,Havering,Hylands,16.47509579,65.51724138,18.00766284,2200,8600,2350,13100,41.31823764,43,4500,11697,219,571,390,75,120,87,73.2,22.3358755,250000,48630,83,21,5,28,1,2,18,0,17,3,1,19,66,59,38,0,43,32,52,1,17,54.05613226,703
00ARGN,E05000316,Havering,Mawneys,19.30501931,61.003861,19.30501931,2500,8000,2500,13050,40.51545834,40,4316.666667,11434,259,555,576,91,154,96,73.2,22.1069665,224000,43350,88,18,13,27,2,5,16,2,17,6,1,7,60,27,30,0,37,34,58,1,25,43.29371817,561
00ARGP,E05000317,Havering,Pettits,16.98841699,61.003861,22.39382239,2250,7900,2900,13000,43.24001234,45,3237.5,11826,198,525,354,52,113,145,95.2,21.13296615,265500,48780,83,14,11,29,4,2,22,0,11,5,0,7,51,4,36,2,20,32,38,1,19,39.67210579,513
00ARGQ,E05000318,Havering,Rainham and Wennington,19.21568627,62.74509804,18.03921569,2450,8100,2300,12850,39.86712738,40,754.4378698,10527,330,607,947,71,155,104,93.9,21.34601729,199997.5,41660,112,39,27,25,8,8,32,0,16,4,4,16,129,44,81,6,52,59,58,2,23,75.51164432,963
00ARGR,E05000319,Havering,Romford Town,18.89534884,67.15116279,13.95348837,3250,11650,2400,17300,37.28620449,35,5931.034483,13303,456,1237,797,128,308,125,88.8,20.40725421,208000,45060,104,65,25,66,43,15,195,2,53,12,6,20,78,420,43,32,240,202,228,24,132,163.0871311,2811
00ARGS,E05000320,Havering,St. Andrew's,15.98513011,62.82527881,21.18959108,2200,8450,2850,13550,42.72212324,44,4981.481481,12368,216,379,289,82,124,169,103,20.53567984,240000,46300,74,63,15,48,13,5,18,4,30,6,0,12,55,116,30,4,51,47,78,5,37,63.4672619,853
00ARGT,E05000321,Havering,South Hornchurch,21.40468227,62.20735786,16.72240803,3200,9350,2500,15050,38.27138367,37,2198.529412,11323,353,484,1295,89,155,139,112,19.01169024,203000,40060,101,37,19,43,5,5,37,1,8,4,0,13,103,5,69,5,68,58,85,3,24,63.08536259,943
00ARGU,E05000322,Havering,Squirrel's Heath,17.73584906,64.90566038,16.98113208,2400,8700,2300,13350,39.95735849,39,5096.153846,11676,295,798,351,74,179,97,79.3,21.32536457,250000,51110,83,26,8,15,7,7,13,2,19,4,0,12,47,10,37,3,34,25,47,1,14,43.85898694,582
00ARGW,E05000323,Havering,Upminster,15.95330739,60.31128405,23.73540856,2100,7800,3050,12950,44.26590538,46,571.1111111,12213,162,295,126,37,103,148,86.7,19.49575559,382000,59340,92,33,2,22,8,1,19,1,5,1,5,6,66,48,31,4,17,19,26,3,11,47.32302432,609
00ASGG,E05000324,Hillingdon,Barnhill,24.18772563,65.70397112,9.747292419,3400,9100,1350,13850,33.56985055,32,6595.238095,4255,495,6312,1727,660,266,74,102.2,19.91210662,249000,38450,77,39,25,46,12,5,34,3,43,6,0,18,107,33,32,9,104,112,127,6,34,71.15837556,997
00ASGH,E05000325,Hillingdon,Botwell,25.64102564,65.06410256,9.294871795,4000,10150,1450,15650,32.79449859,31,3545.454545,5986,580,5572,2316,580,337,125,162.1,17.23822123,240000,37140,128,43,36,97,7,22,79,3,54,11,5,21,135,40,52,13,144,132,142,5,50,89.38866012,1411
00ASGJ,E05000326,Hillingdon,Brunel,15.75342466,73.28767123,10.95890411,2300,10700,1600,14550,33.56960898,27,4424.242424,8558,542,3061,1213,467,196,84,98.3,20.41899012,245000,41900,105,41,28,47,19,9,40,1,30,7,3,18,135,42,20,27,115,169,137,3,31,75.93045368,1118
00ASGK,E05000327,Hillingdon,Cavendish,20,63.75,16.25,2450,7600,1950,12000,39.44718222,40,6000,9358,377,1437,316,170,150,96,92.1,20.64229752,320000,54290,60,47,7,18,7,4,21,0,7,1,1,7,43,5,13,7,29,18,23,3,10,26.76137772,324
00ASGL,E05000328,Hillingdon,Charville,22.22222222,65.13409962,12.64367816,2950,8450,1650,13050,35.6734913,34,4350,7087,491,3413,1189,442,177,98,113.6,19.90090081,250000,42870,85,16,16,40,3,4,22,3,18,11,0,6,47,18,18,8,79,71,80,2,38,52.09599028,687
