Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00AXGL,E05000413,Kingston upon Thames,Surbiton Hill,17.12962963,68.98148148,13.42592593,1850,7500,1450,10800,37.66923291,35,6352.941176,8474,390,1150,261,184,162,97,99.9,18.55725822,325000,55750,32,18,6,15,3,2,19,0,1,1,1,5,18,12,5,14,16,21,36,1,5,24.26470588,264
00AXGM,E05000414,Kingston upon Thames,Tolworth and Hook Rise,19.90291262,66.50485437,13.59223301,2050,6850,1400,10300,37.29063227,36,3961.538462,7154,343,1908,231,197,133,68,90.2,21.4938779,304995,48080,48,26,13,31,21,5,25,1,13,6,1,4,36,14,18,12,28,49,45,1,23,45.761079,475
00AXGN,E05000415,Kingston upon Thames,Tudor,22.44897959,62.75510204,14.28571429,2200,6150,1400,9750,38.51881006,40,6125,7893,465,895,112,213,97,67,82.6,23.25015507,534622.5,64010,34,25,3,14,3,1,37,0,4,1,1,4,24,5,10,25,11,19,21,1,0,25.83926755,254
00AYFZ,E05000416,Lambeth,Bishop's,11.32075472,80.66037736,8.490566038,1150,8600,900,10650,34.91462495,31,7066.666667,5608,635,1658,1501,273,108,45,95.9,21.81848021,485000,51170,30,115,20,24,21,5,116,5,92,11,5,15,69,54,43,186,122,163,129,16,78,237.4917864,2531
00AYGA,E05000417,Lambeth,Brixton Hill,15.59633028,77.67584098,6.727828746,2600,12650,1100,16400,33.60478492,31,14863.63636,9273,1289,804,4120,356,242,75,109.3,17.25776482,351500,49370,88,35,41,48,9,14,130,2,52,13,2,10,101,43,31,38,98,117,105,12,57,93.61857744,1539
00AYGB,E05000418,Lambeth,Clapham Common,15.8490566,77.35849057,6.79245283,2100,10300,900,13300,33.41332027,31,10192.30769,9731,692,662,1612,155,199,55,105.2,18.95074194,545500,64590,90,43,23,46,9,4,68,6,56,7,2,13,95,18,33,45,76,64,81,6,24,93.73595085,1251
00AYGC,E05000419,Lambeth,Clapham Town,14.63414634,78.7456446,6.968641115,2050,11350,1000,14450,33.77551162,31,13045.45455,9758,854,665,2289,229,146,61,106,16.79315811,460000,57720,121,60,33,43,13,10,101,5,51,16,5,20,102,143,48,75,159,130,122,15,74,156.0381796,2259
00AYGD,E05000420,Lambeth,Coldharbour,20.63953488,72.96511628,6.104651163,3550,12600,1050,17250,32.41537118,30,14333.33333,6355,1453,834,7644,498,259,52,88,21.16223897,339000,40490,101,52,57,81,57,36,392,9,98,22,20,18,131,134,27,81,225,232,259,59,113,162.8419101,2816
00AYGE,E05000421,Lambeth,Ferndale,12.65822785,81.64556962,6.012658228,1950,12950,950,15900,33.41598685,30,17555.55556,8959,1011,822,3875,365,187,51,93.5,20.38853464,403250,49960,89,44,25,53,16,47,206,9,83,7,8,12,118,177,24,75,155,142,188,19,88,140.3519799,2233
00AYGF,E05000422,Lambeth,Gipsy Hill,22.46376812,69.20289855,8.333333333,3100,9550,1150,13800,33.87603426,33,8625,7557,1277,603,4015,260,289,59,92.4,19.5967373,287475,46160,108,26,36,52,12,1,64,0,32,8,2,14,64,3,52,15,88,91,141,7,35,77.21812129,1069
00AYGG,E05000423,Lambeth,Herne Hill,18.50649351,74.02597403,7.467532468,2900,11350,1150,15400,34.34108477,33,7700,9129,1220,851,3479,428,257,54,83.3,21.16336357,381984.5,53040,98,50,23,44,14,10,65,4,55,19,0,18,115,16,63,76,97,117,103,10,40,104.4718082,1613
00AYGH,E05000424,Lambeth,Knight's Hill,22.74247492,68.22742475,9.364548495,3450,10200,1400,15000,34.23516836,33,9966.666667,7715,1362,917,4473,296,261,89,106.9,18.91416194,285000,46550,97,37,31,43,6,7,69,4,47,11,3,17,99,19,48,15,101,97,104,11,46,77.64016514,1165
00AYGJ,E05000425,Lambeth,Larkhall,16.01123596,77.80898876,6.460674157,2850,13800,1150,17800,32.86837818,30,16181.81818,9778,1313,1096,4623,433,197,75,111.9,17.30437802,364500,46970,103,63,33,59,22,14,136,7,78,9,8,10,91,11,46,53,129,148,115,17,62,100.7343461,1800
00AYGK,E05000426,Lambeth,Oval,13.79310345,78.9968652,7.210031348,2200,12650,1150,16000,34.28049392,31,12269.23077,9530,1017,1148,2916,495,168,62,91.5,19.96286656,550000,49580,92,69,28,43,23,13,212,3,86,10,7,16,162,56,34,94,122,144,187,13,75,131.5362536,2113
00AYGL,E05000427,Lambeth,Prince's,16.05351171,74.5819398,9.364548495,2500,11050,1400,14900,35.49206562,33,12458.33333,8077,1031,1012,3740,402,182,69,94.2,20.99925419,448750,47420,59,80,31,38,14,22,299,1,105,23,6,19,74,40,55,43,108,105,145,14,64,123.0150754,1838
00AYGM,E05000428,Lambeth,St. Leonard's,17.44966443,74.83221477,7.718120805,2650,11100,1150,14900,34.06569686,32,10642.85714,8883,1076,1521,2791,279,290,62,91.6,22.31399076,286000,50510,100,53,20,52,11,7,47,4,56,6,3,13,98,182,50,25,106,118,127,5,51,100.4282082,1500
00AYGN,E05000429,Lambeth,Stockwell,18.21192053,74.50331126,6.953642384,2750,11300,1050,15100,33.83473705,32,16777.77778,8229,1066,822,4212,448,185,67,113.2,19.84872246,306784.5,44070,70,44,26,37,10,7,85,2,68,11,6,22,91,41,31,55,122,112,117,7,62,81.26321353,1232
00AYGP,E05000430,Lambeth,Streatham Hill,18.36734694,73.46938776,8.163265306,2700,10850,1200,14750,34.51593354,33,11307.69231,8860,1117,836,3088,362,268,105,146.2,18.02638863,310000,49650,97,40,37,36,12,3,38,3,47,9,4,16,124,78,44,26,70,87,91,7,37,75.25060959,1108
00AYGQ,E05000431,Lambeth,Streatham South,20.27491409,68.72852234,11.34020619,2950,10000,1600,14600,35.59039956,33,8558.823529,6808,1055,2323,3867,283,238,97,106.5,21.32018127,285000,46230,118,30,25,61,7,5,29,3,48,13,1,25,129,58,31,14,61,80,84,1,39,61.50263681,898
00AYGR,E05000432,Lambeth,Streatham Wells,19.20529801,72.18543046,8.278145695,2950,10900,1250,15100,33.97449993,32,10066.66667,8476,1186,1280,3613,351,254,93,119.1,17.97161528,265000,48320,101,43,37,51,14,7,37,3,44,9,1,17,84,17,49,26,85,80,111,7,32,64.80380499,981
00AYGS,E05000433,Lambeth,Thornton,20.37735849,71.69811321,7.924528302,2700,9550,1050,13300,33.13181165,31,12045.45455,7451,792,721,3176,386,252,42,71,23.11178786,464000,53300,54,45,30,37,5,11,50,6,35,5,4,8,80,4,44,19,46,39,60,7,22,51.41697361,685
00AYGT,E05000434,Lambeth,Thurlow Park,21.89781022,68.61313869,9.489051095,3050,9400,1300,13750,34.68290367,34,9133.333333,8687,1117,804,2773,260,218,62,89.3,21.32972218,330000,52900,143,41,18,23,21,6,30,3,47,12,1,21,99,33,27,20,73,65,98,6,23,75.42915333,1038
00AYGU,E05000435,Lambeth,Tulse Hill,20.625,72.5,6.875,3300,11700,1050,16100,32.85270059,31,16000,7468,1416,742,5726,419,257,56,89.5,20.4235619,332000,44800,148,24,32,34,9,10,93,2,64,16,3,19,90,23,36,37,101,117,128,19,57,78.68791468,1271
00AYGW,E05000436,Lambeth,Vassall,16.72240803,75.91973244,7.357859532,2550,11350,1050,14950,33.94438496,31,13590.90909,6693,1181,817,5009,443,187,52,87.4,21.18868594,350000,43790,78,28,40,33,8,8,79,3,49,18,3,13,105,15,34,50,111,89,108,7,46,88.67685327,1330
00AZGD,E05000437,Lewisham,Bellingham,24.25249169,65.11627907,10.63122924,3700,9800,1550,15050,34.63511176,34,4854.83871,7194,1114,1030,5078,359,267,99,113.9,19.19453852,210000,37860,98,25,42,81,9,18,58,3,18,15,7,5,94,113,36,34,116,129,154,10,45,80.54136536,1217
00AZGE,E05000438,Lewisham,Blackheath,18.27586207,71.03448276,11.03448276,2650,10350,1600,14600,35.94982425,34,6304.347826,9797,833,1033,2084,292,252,92,103,19.17386324,329950,55200,56,37,38,39,22,14,95,2,38,8,1,5,67,74,32,19,92,84,105,10,39,78.83561644,1154
00AZGF,E05000439,Lewisham,Brockley,15.59888579,77.99442897,6.406685237,2800,14050,1150,18000,33.04221033,31,10558.82353,9763,1263,1587,4111,432,300,78,121.5,19.22122091,281000,46130,109,60,44,50,11,8,104,1,49,16,6,19,124,15,56,31,100,104,132,6,51,88.86301901,1606
00AZGG,E05000440,Lewisham,Catford South,20.32258065,68.06451613,11.61290323,3200,10500,1750,15500,36.5501938,36,8157.894737,6669,1229,1532,5371,413,248,93,92.2,20.17103756,280000,47390,55,17,18,42,6,6,27,1,25,3,0,1,52,17,20,4,52,80,72,3,20,45.92067075,713
00AZGH,E05000441,Lewisham,Crofton Park,20.1986755,70.1986755,9.602649007,3100,10650,1450,15150,35.4447311,35,8882.352941,9026,1172,1094,3309,336,311,62,79.1,21.49960903,350000,52020,99,30,22,34,5,7,20,4,29,8,3,8,76,38,47,14,69,71,78,7,27,56.51429324,858
00AZGJ,E05000442,Lewisham,Downham,24.06779661,63.05084746,12.88135593,3550,9400,1900,14800,35.47835233,34,6145.833333,8499,1028,1064,3481,495,236,110,101.1,21.09628023,205000,37320,131,31,60,49,3,5,59,0,40,13,6,4,47,23,38,13,101,108,164,12,56,80.47991372,1195
00AZGK,E05000443,Lewisham,Evelyn,23.01136364,71.02272727,5.965909091,4050,12600,1050,17700,31.33884438,30,9777.777778,6485,1120,2568,5959,471,313,62,106,19.2836333,250000,36950,69,44,24,50,14,11,65,6,48,14,2,17,120,17,33,39,104,100,103,6,45,70.71448743,1252
00AZGL,E05000444,Lewisham,Forest Hill,21.19205298,68.87417219,9.933774834,3250,10400,1500,15100,35.37137933,35,8388.888889,9176,1113,1100,3191,274,275,90,100.9,18.65076532,272500,49880,128,42,35,43,13,7,34,5,31,11,2,8,93,40,30,15,75,78,111,3,34,79.14904863,1199
00AZGM,E05000445,Lewisham,Grove Park,20.13422819,67.11409396,12.75167785,3050,10000,1850,14950,36.82065217,35,6208.333333,9158,875,1155,3000,460,238,108,102.5,18.92302384,238997.5,43660,89,11,21,36,4,7,36,1,24,10,1,8,63,12,23,9,81,67,72,3,22,51.71952362,774
00AZGN,E05000446,Lewisham,Ladywell,18.18181818,73.06397306,8.754208754,2700,10950,1350,14950,34.78781767,33,9281.25,7931,1255,1472,3470,387,210,64,85.6,19.39128622,325000,48990,83,17,36,21,11,4,39,3,33,6,4,5,48,16,40,11,51,72,69,10,21,56.24874892,843
00AZGP,E05000447,Lewisham,Lee Green,19.59459459,68.91891892,11.48648649,2950,10250,1650,14850,36.43955451,36,8222.222222,9665,856,1367,2391,294,257,81,88.4,21.36043341,320000,52300,77,47,28,41,11,8,38,2,30,9,1,9,68,27,28,15,79,87,85,11,27,59.10800645,881
00AZGQ,E05000448,Lewisham,Lewisham Central,19.09814324,72.94429708,7.957559682,3650,13800,1500,18950,33.64763926,32,8976.190476,8450,1294,2161,5041,500,413,111,129.3,17.29651575,245250,43180,89,74,40,55,23,7,105,8,84,17,7,11,91,360,34,54,203,253,208,23,85,129.3471951,2452
00AZGR,E05000449,Lewisham,New Cross,19.70149254,74.62686567,5.671641791,3350,12500,950,16800,31.78773219,30,9305.555556,6342,1097,2090,5770,457,275,98,181.3,16.49252551,203750,38070,86,49,31,52,15,14,149,4,77,14,5,15,121,60,49,58,166,168,135,12,82,114.5981931,1930
00AZGS,E05000450,Lewisham,Perry Vale,20.50473186,69.71608833,9.779179811,3300,11000,1550,15850,35.48171309,35,9323.529412,8984,1266,1124,3899,345,288,72,81.4,21.50132997,279975,47470,106,33,32,25,10,10,53,2,32,8,2,10,74,10,34,10,71,69,78,4,24,58.08605809,922
00AZGT,E05000451,Lewisham,Rushey Green,21.83544304,69.30379747,8.860759494,3500,10900,1350,15800,34.01861466,33,8777.777778,6103,1344,1379,5637,453,288,73,91.4,20.71818783,225250,41830,106,63,49,61,34,13,130,5,76,17,1,10,79,150,28,19,149,210,165,21,78,115.2193149,1825
00AZGU,E05000452,Lewisham,Sydenham,20.44025157,67.9245283,11.63522013,3250,10800,1850,15950,36.20016376,35,9352.941176,9087,1314,1110,3808,286,282,136,127.8,18.62625753,250000,44810,109,41,33,69,18,2,39,7,35,6,3,18,76,56,36,15,83,82,130,1,35,68.7558759,1100
00AZGW,E05000453,Lewisham,Telegraph Hill,18.99109792,73.88724036,7.121661721,3250,12500,1200,16950,33.36163149,32,11233.33333,8302,1299,1260,4918,635,271,56,88.5,20.4229201,275000,45020,64,38,23,30,1,9,41,0,29,10,4,13,79,15,62,20,68,80,70,5,31,58.21291654,991
00AZGX,E05000454,Lewisham,Whitefoot,24.57337884,64.16382253,11.26279863,3650,9400,1650,14700,34.67657891,33,6659.090909,7055,1000,1408,4424,362,231,68,70.9,21.45727749,230000,39620,97,19,34,52,4,5,51,3,27,10,2,3,54,34,22,12,85,133,117,5,38,74.2025437,1092
00BAFX,E05000455,Merton,Abbey,17.37089202,73.70892019,8.920187793,1850,7750,900,10500,34.805229,33,7607.142857,7573,518,1469,498,265,212,54,102.9,19.72167789,435000,62540,53,51,16,35,14,5,45,1,7,4,1,13,63,40,20,18,46,68,46,2,29,73.8851096,784
00BAFY,E05000456,Merton,Cannon Hill,17.27748691,65.96858639,16.7539267,1700,6150,1600,9400,40.11578837,40,4340.909091,6901,372,1517,355,104,113,71,87.6,22.94684402,385000,57720,48,18,6,12,0,0,11,0,2,1,0,1,43,17,12,8,22,16,20,0,7,36.173803,343
00BAFZ,E05000457,Merton,Colliers Wood,15.625,76.33928571,8.482142857,1750,8400,950,11050,34.56802569,33,10181.81818,6418,576,2444,1087,187,194,39,76.7,20.4222912,266500,52340,65,43,7,31,5,6,19,2,29,2,3,12,85,133,27,28,43,56,52,4,17,73.89824436,830
00BAGA,E05000458,Merton,Cricket Green,23.30508475,65.25423729,11.01694915,2800,7600,1300,11700,34.69950822,33,3933.333333,6023,636,2143,2458,214,222,65,89.8,19.92660786,225000,39970,53,81,19,46,10,6,54,2,23,3,4,11,38,15,36,21,71,77,77,6,32,60.20720109,709
00BAGB,E05000459,Merton,Dundonald,18.22916667,71.35416667,10.41666667,1750,6800,1000,9500,35.65891311,34,8000,7597,445,962,141,130,187,30,54.1,23.40404414,464000,70060,39,27,5,25,15,1,31,1,10,1,0,4,27,71,7,29,33,36,29,1,24,58.01191596,555
00BAGC,E05000460,Merton,Figge's Marsh,23.70689655,66.81034483,9.482758621,2750,7650,1100,11500,33.82187769,32,10545.45455,4791,663,2735,2752,299,264,64,109.9,18.63229079,219500,41200,59,41,30,30,18,8,50,3,31,9,6,9,40,30,31,26,102,81,90,3,28,76.6905605,889
00BAGD,E05000461,Merton,Graveney,18.81188119,69.8019802,11.38613861,1900,6950,1150,10000,35.83029883,34,11222.22222,4167,482,3153,1810,204,164,40,70.3,22.16157194,280000,47680,67,16,15,26,7,0,16,1,34,4,0,17,71,22,40,8,31,42,42,5,15,52.77777778,534
00BAGE,E05000462,Merton,Hillside,14.59459459,71.89189189,14.05405405,1350,6550,1300,9150,38.6160984,35,7708.333333,7025,355,1283,155,159,146,64,81.4,23.1193261,499224.5,72750,26,32,5,11,7,0,17,0,7,6,0,6,44,73,12,36,17,19,21,4,11,44.48051948,412
00BAGF,E05000463,Merton,Lavender Fields,20.657277,71.83098592,7.511737089,2200,7500,800,10500,33.55006111,32,8875,5461,562,2532,1445,273,230,40,92,21.48261538,249500,44570,58,33,24,41,5,0,26,0,7,6,2,8,48,12,21,20,48,52,58,0,22,51.14172485,543
00BAGG,E05000464,Merton,Longthornton,21.05263158,67.94258373,11.00478469,2250,6950,1150,10350,35.67326827,34,6966.666667,4191,637,2311,2654,231,160,55,88.4,19.98899607,264950,45940,88,18,23,32,1,2,19,2,20,4,1,4,30,4,20,7,46,38,48,1,20,55.11205155,574
00BAGH,E05000465,Merton,Lower Morden,19.2513369,64.70588235,16.04278075,1750,6000,1500,9300,39.07807647,39,5194.444444,7101,309,1174,403,103,103,73,92.8,20.69592903,275500,52260,36,16,8,26,2,3,10,1,3,3,0,1,41,2,23,6,17,15,34,1,7,29.99143102,281
00BAGJ,E05000466,Merton,Merton Park,19.3877551,65.30612245,15.30612245,1950,6250,1500,9650,38.59181586,37,5444.444444,6711,388,1920,241,225,156,67,83.3,22.46932309,410000,64060,40,36,5,33,6,0,22,0,12,1,4,8,73,33,9,11,20,42,46,1,8,53.66505603,522
00BAGK,E05000467,Merton,Pollards Hill,23.36448598,65.88785047,10.28037383,2550,6950,1100,10600,34.78660305,33,4863.636364,4488,619,1482,3511,187,152,47,79.9,20.99786203,238500,42640,73,19,32,30,9,7,19,0,19,4,3,11,48,3,28,10,42,64,48,2,19,59.77291921,637
00BAGL,E05000468,Merton,Ravensbury,20.97560976,65.85365854,13.17073171,2200,6650,1350,10150,36.43416821,35,5694.444444,6094,470,2189,1045,170,172,81,110.5,18.37727319,249950,43160,45,20,20,46,8,3,36,2,18,5,4,0,40,8,23,11,57,72,66,3,29,56.98367706,583
00BAGM,E05000469,Merton,Raynes Park,19.5,66.5,14,2000,6550,1400,9900,38.04330433,37,5263.157895,7814,371,1136,262,155,165,93,106.6,19.13470569,480000,69100,41,22,5,20,3,1,8,1,3,2,2,10,72,22,11,21,26,30,29,2,12,44.90777867,448
00BAGN,E05000470,Merton,St. Helier,21.4953271,64.95327103,13.55140187,2350,6850,1400,10600,36.55912873,35,5944.444444,6774,371,2274,812,183,176,82,97.9,18.95387903,230000,43430,39,19,18,32,4,4,37,0,12,4,0,13,43,11,15,10,51,64,41,3,15,46.06435876,491
00BAGP,E05000471,Merton,Trinity,18.90547264,72.13930348,8.457711443,1900,7200,850,9950,34.59868355,34,9136.363636,7621,460,1155,415,147,186,47,87.5,19.59017161,415500,65820,42,46,18,25,12,2,46,3,9,5,0,6,46,134,18,37,55,37,39,2,23,75.49616037,758
00BAGQ,E05000472,Merton,Village,19.42857143,60.57142857,20,1700,5300,1750,8700,41.915828,43,1411.290323,7035,265,934,81,176,86,85,84.9,21.52516013,1150000,92240,50,23,9,10,2,1,17,1,6,0,0,6,77,21,17,21,20,23,32,2,3,50.43458371,441
00BAGR,E05000473,Merton,West Barnes,20.68965517,65.51724138,13.79310345,2100,6550,1400,10050,37.55680363,37,5075,6904,395,2043,321,199,164,75,96.3,20.07833143,405000,60630,50,24,5,12,2,1,8,0,4,2,0,4,81,56,10,16,16,27,41,0,10,54.59741796,554
00BAGS,E05000474,Merton,Wimbledon Park,22.07792208,69.26406926,8.658008658,2600,7800,1000,11400,34.23259645,33,5021.73913,8917,440,1287,365,188,219,46,81.2,22.32250391,602000,71450,56,58,8,36,4,1,17,0,8,6,2,18,85,15,25,18,19,8,22,7,4,48.03836094,550
00BBGB,E05000475,Newham,Beckton,21.875,73.4375,5,3550,11700,800,16050,30.5379474,29,2539.68254,6941,737,3866,3149,448,314,54,108.3,20.05461651,215000,40180,71,35,23,72,8,10,50,3,68,11,4,20,192,260,77,36,115,129,134,9,42,113.5822579,1813
00BBGC,E05000476,Newham,Boleyn,24.61538462,67.38461538,8,4100,10900,1300,16250,31.85142294,29,18055.55556,3498,633,8711,2478,662,360,64,91.7,21.62269508,226500,37370,64,21,38,32,11,4,77,4,64,6,3,7,95,15,59,20,74,117,86,4,46,79.08872013,1283
00BBGD,E05000477,Newham,Canning Town North,21.9047619,70.47619048,7.619047619,3500,11150,1200,15800,32.59038742,30,6300,6043,848,3072,4445,402,287,69,101.6,19.37502923,225000,34390,94,60,43,72,10,8,92,13,100,12,4,25,152,25,76,24,112,135,95,9,77,104.117759,1643
00BBGE,E05000478,Newham,Canning Town South,19.67213115,73.7704918,6.557377049,3700,13400,1200,18300,31.61738038,30,10166.66667,7277,899,3275,3897,648,277,74,109.1,18.8350049,225000,38770,68,45,45,39,4,9,73,4,71,4,6,26,117,12,84,15,77,97,90,4,39,69.29280737,1267
00BBGF,E05000479,Newham,Custom House,23.67491166,69.61130742,6.713780919,3400,9850,950,14200,31.65482162,30,6738.095238,6234,771,2158,3829,419,259,80,163.2,16.3674582,222000,37610,97,40,42,70,11,5,53,6,65,10,5,15,159,26,65,17,97,102,93,6,56,121.6979799,1723
00BBGG,E05000480,Newham,East Ham Central,21.60493827,70.98765432,7.407407407,3650,11300,1200,16100,31.98683397,30,16200,2881,487,10313,1672,564,331,65,92.3,20.13175882,210000,38210,102,47,28,40,18,4,76,5,106,10,6,19,113,167,37,31,127,151,114,11,77,111.7339312,1796
00BBGH,E05000481,Newham,East Ham North,20.84805654,71.37809187,7.77385159,3050,10000,1100,14150,32.1565678,29,15722.22222,1281,276,10657,1242,410,271,62,104.3,17.60250678,241500,38170,71,12,7,25,7,3,48,0,87,10,3,15,62,13,23,5,71,87,52,5,41,58.99893504,833
00BBGJ,E05000482,Newham,East Ham South,26.64576803,65.830721,7.523510972,4300,10500,1150,15950,31.23579278,30,8861.111111,5023,883,5548,3524,597,329,84,114.1,18.60718585,206500,37150,107,14,25,42,3,7,61,1,52,9,1,8,112,9,50,12,98,96,86,5,51,68.84627476,1097
00BBGK,E05000483,Newham,Forest Gate North,20.60606061,72.12121212,7.272727273,3500,11800,1200,16500,32.66902944,30,13750,5842,884,4841,4060,630,270,60,90.7,20.19170489,246000,40370,128,34,28,51,8,7,77,2,52,5,2,18,108,1,71,15,95,96,100,5,28,70.74581431,1162
00BBGL,E05000484,Newham,Forest Gate South,19.60784314,73.66946779,6.722689076,3550,13150,1150,17850,31.70554622,29,14875,5525,787,6945,3414,691,372,74,113.1,17.31705388,250000,40710,134,43,26,43,10,15,131,6,99,12,5,22,123,34,52,23,138,152,120,12,58,85.72231591,1526
00BBGM,E05000485,Newham,Green Street East,21.98142415,72.44582043,5.882352941,3600,11600,950,16150,30.89695695,29,23071.42857,1606,381,11890,1651,357,363,42,78.4,21.15385617,234000,37310,60,25,23,35,18,5,62,1,80,16,3,10,81,38,36,8,56,82,92,5,47,62.4844566,1007
00BBGN,E05000486,Newham,Green Street West,20.84690554,71.66123779,7.491856678,3250,10950,1150,15350,31.9253401,29,19187.5,1614,381,11074,1664,380,337,49,80.9,21.32760475,228750,36760,55,25,14,38,8,9,105,1,56,4,6,8,61,55,27,5,99,95,89,18,39,69.85246116,1071
00BBGP,E05000487,Newham,Little Ilford,27.13864307,66.07669617,6.784660767,4700,11050,1150,16900,30.29859022,28,8921.052632,2990,734,8886,3436,587,364,84,131.6,17.78536593,212500,35280,130,22,36,30,6,10,93,4,68,10,5,25,133,16,44,5,80,120,102,7,50,72.39067228,1220
00BBGQ,E05000488,Newham,Manor Park,23.5483871,69.35483871,7.096774194,3700,10700,1100,15500,31.40953979,29,11923.07692,2833,576,9132,2322,455,332,90,137.7,17.39451834,220000,37310,93,20,27,28,6,1,65,0,63,8,5,15,138,11,42,8,71,109,86,5,37,65.39456662,1011
00BBGR,E05000489,Newham,Plaistow North,23.24840764,69.42675159,7.324840764,3700,10850,1150,15700,32.02038736,30,15700,4117,795,6474,3526,558,322,66,98.2,20.71542408,225000,36380,89,18,27,46,3,5,55,4,74,5,4,10,84,3,66,12,74,87,75,9,40,68.74520828,1077
00BBGS,E05000490,Newham,Plaistow South,26.42642643,66.66666667,6.606606607,4500,11150,1100,16700,30.91230603,29,11892.85714,5369,763,5836,3821,615,331,63,99.4,19.80173974,210000,37500,90,27,42,38,15,4,69,1,105,13,2,11,110,22,69,30,127,166,102,8,61,90.58646617,1507
00BBGT,E05000491,Newham,Royal Docks,20.51282051,75.45787546,4.029304029,2850,10300,550,13700,29.65803715,29,2843.75,4903,631,2183,2597,365,222,23,69.7,22.13097441,260000,45530,39,64,10,21,4,2,27,3,19,8,5,16,143,5,68,9,46,69,69,9,35,58.98300117,808
00BBGU,E05000492,Newham,Stratford and New Town,14.0625,80.58035714,5.133928571,3200,18000,1150,22400,31.52661427,29,5333.333333,7241,984,5035,3789,719,294,64,83.9,20.20853641,247747.5,42220,92,132,43,89,57,16,235,19,187,27,15,23,210,909,76,93,239,320,224,24,147,221.5544692,4941
00BBGW,E05000493,Newham,Wall End,24.91694352,68.77076412,6.644518272,3850,10250,1000,15050,31.19218522,29,10750,2637,469,9442,1702,596,350,60,104.7,19.71127447,215000,38150,73,8,21,29,2,3,56,4,50,3,1,14,49,3,31,7,57,67,74,4,30,52.11596135,785
00BBGX,E05000494,Newham,West Ham,20.68965517,72.10031348,7.210031348,3350,11450,1150,15950,32.73032509,30,12269.23077,5361,1026,4557,4038,569,273,54,86.1,19.93105666,236000,38130,79,25,27,38,6,4,69,2,75,15,2,5,44,5,44,12,79,95,70,3,44,63.13735364,1004
00BCFY,E05000495,Redbridge,Aldborough,22.65372168,65.04854369,12.29773463,3450,9950,1850,15300,35.40247457,33,1796.511628,5628,574,6714,1229,399,213,135,124.1,18.26786198,239950,45980,113,17,17,23,5,2,69,0,27,8,2,10,84,101,38,6,57,69,101,3,29,70.16291296,1083
00BCFZ,E05000496,Redbridge,Barkingside,19.39163498,65.77946768,14.82889734,2600,8450,1950,13000,37.93403754,35,8766.666667,4509,437,6544,753,366,141,84,77.4,23.4915367,345000,49040,94,11,8,15,7,1,46,3,18,8,1,14,55,4,29,2,54,57,73,3,27,52.96950241,693
00BCGA,E05000497,Redbridge,Bridge,20.08368201,65.69037657,14.22594142,2350,7800,1700,11850,37.97476604,37,4596.153846,8380,619,1628,870,161,173,74,85.7,21.7722599,294500,48640,103,28,16,30,3,3,17,5,16,2,2,17,64,16,53,4,38,62,60,3,18,55.11811024,657
